User-ID;Text-ID;Frage;Antwort;richtige_Antwort
ArthMa;145;What happened to many of Lisbon's residents?;They emigrated to other countries ;They became rich 
ArthMa;42;What must people making money from pretending to be letting agents join?;An approved redress scheme.;An approved redress scheme.
ArthMa;70;When did the miners' dispute begin? ;20th March 1984;6 March 1984
ArthMa;141;Where is Baghdad situated in Iraq? ;Near the center ;Near the center 
ArthMa;34;Describe the coloration of the wings of the insect mentioned in the text.;Fore wings are dark brownish-black, hind wings are orange.;Fore wings are dark brownish-black, hind wings are orange.
ArthMa;122;What remains from the medieval period in the Old Town? ;The Old Market Square and the Gothic St. John's Cathedral ;The Barbican and the Gothic St. John's Cathedral 
ArthMa;43;Who is responsible for paying Council Tax in a rented property?;The local government;The tenant
ArthMa;157;What was done to parts of the city? ;They were demolished to make way for new construction;They were restored, although progress was slow
ArthMa;7;What phenomenon is compared to pesticide resistance in plants and insects in the text?;Antibiotic resistance. ;Antibiotic resistance. 
ArthMa;137;What accelerated the industrial growth in the city during the 19th century?;Advances in technology and medicine;Improvements in communications and extension of trade 
ArthMa;29;How does the MD degree in other countries compare to other academic degrees?;It is equivalent to a PhD or a higher doctorate;It is equivalent to a PhD or a higher doctorate
ArthMa;148;What is the city's role in the country? ;A center for banking and insurance, a major tourist site, and a transportation hub ;A center for banking and insurance, a major tourist site, and a transportation hub 
ArthMa;87;What assertion does the text make about Wordsworth? ;He was the greatest poet of all time;There have been greater poets than Wordsworth.
ArthMa;62;What does the initiative mentioned aim to support? ;Workforce Diversity Strategy;Workforce Diversity Strategy
ArthMa;120;When were Old Havana and its fortifications added to UNESCO's World Heritage List?;1982;1982
ArthMa;84;What did the author know about existing society? ;It was in a deplorable state;It was in a deplorable state
ArthMa;133;What is the city's role in the country?;Financial and educational centre ;Chief port, largest city, and commercial, political, and tourist centre 
ArthMa;95;How does the speaker compare their own perception? ;Equal in scope and depth;More perfect and comprehensive
ArthMa;86;What is described as the most conspicuous feature of history? ;Struggle between liberty and authority;Struggle between liberty and authority
ArthMa;117;Which book did the speaker particularly enjoy during their boyhood?;The Adventures of Tom Sawyer ;Robinson Crusoe 
ArthMa;61;What information is specified on the licence? ;Number of animals allowed and general conditions.;Number of animals allowed and general conditions.
ArthMa;116;How do we know the influence of the will?;Through consciousness ;Through consciousness 
ArthMa;21;What is the primary cause of left heart failure mentioned in the text?;Pooling of blood in the lungs;Pooling of blood in the lungs
ArthMa;5;What additional benefit does the drug mentioned in the text provide to patients?;It reduces pain. ;It extends the time before needing breathing assistance.
ArthMa;6;What part of the body is the structure mentioned in the text attached to?;Frenulum clitoridis. ;Frenulum clitoridis. 
ArthMa;75;What is the main difference in the procedure? ;Building Control formally assesses information.;Building Notice route involves less paperwork
ArthMa;9;Why do athletes, gymnasts, dancers, and martial artists perform stretching exercises?;To improve cardiovascular health.;To lengthen their ligaments and make their joints more supple.
ArthMa;15;What action must the governor of the affected state take for FEMA and the federal government to respond to a disaster? ;Declare a state of emergency. ;Declare a state of emergency. 
ArthMa;113;What doctrine is the text referring to as being properly understood?;Doctrine of reality ;Doctrine of circumstances 
ArthMa;77;What happened to most wards during the process? ;They were merged;They kept their name and electorate
ArthMa;121;How was the city divided by the Allied powers in September?;Into four zones ;Into four zones 
ArthMa;92;What is the ideal of character described in the text?;To maim every part of human nature;To be without any notable character.
ArthMa;102;What is a proper office of public authority according to the text? ;To prevent crime ;To guard against accidents 
ArthMa;56;In England, what percentage of the country can the public roam without staying on paths?;7%;7%
ArthMa;72;Why were the maps created?;To show areas of Access Land in Sheffield.;To show areas of Access Land in Sheffield.
ArthMa;32;What is the middle layer of the heart called?;Endocardium;Myocardium
ArthMa;2;What is the primary goal of the Federal Deposit Insurance Corporation (FDIC)?;To ensure the safety of people's money. ;To ensure the safety of people's money. 
ArthMa;9;Why do athletes, gymnasts, dancers, and martial artists perform stretching exercises?;To improve cardiovascular health.;To lengthen their ligaments and make their joints more supple.
ArthMa;120;When were Old Havana and its fortifications added to UNESCO's World Heritage List?;1982;1982
ArthMa;17;When was Byrd Station reopened? ;2009-2010 ;2009-2010 
ArthMa;101;What can we do if someone displeases us? ;Argue with them ;Stand aloof from them 
ArthMa;38;Which cells contain granules that can lead to the lysis of neighboring cells? ;White blood cells. ;White blood cells. 
ArthMa;25;What is leukemia? ; A type of cancer of the lungs.;A type of cancer of the blood or bone marrow. 
ArthMa;74;What type of tenancy do they usually offer? ;Month-to-month rental;Assured tenancy
ArthMa;80;According to the text, what has always been the rule in the human mind?;One-sidedness;One-sidedness
ArthMa;103;How did he consider Butler's argument? ;Conclusive ;Conclusive 
ArthMa;135;Where are concerts regularly given? ;Tchaikovsky Conservatory ;Tchaikovsky Conservatory 
ArthMa;46;What is the purpose of using an inventory in a tenancy agreement? ;To list the landlord's possessions;To encourage the tenant to look after provided items.
ArthMa;63;Why have some county and council areas been grouped into subregions? ;To simplify administrative processes;Due to allocation challenges
ArthMa;13;Why must lithium be stored in petroleum jelly? ;To protect it from moisture. ;To protect it from moisture. 
ArthMa;53;How are provisional bookings handled? ;They can be made over the telephone.;They cannot be made over the telephone
ArthMa;146;Why did the Spanish colonists name the city for the 'good winds'?;Because the winds brought them to the port ;Because the winds brought them to the port 
ArthMa;26;What effect does starch have on dirt and sweat? ;It repels dirt and sweat;It repels dirt and sweat
ArthMa;131;Which theatre is facing Manila Bay? ;The Folk Arts Theater ;The Folk Arts Theater 
ArthMa;112;What does the speaker concede about sounds?;They have no real being without the mind ;They have no real being without the mind 
ArthMa;48;What was the original character of the area described? ;Agricultural;Industrial
ArthMa;133;What is the city's role in the country?;Agricultural hub and cultural centre ;Chief port, largest city, and commercial, political, and tourist centre 
ArthMa;96;What dilemma is presented in the text? ;The freedom of religious expression;The absence of religious dominance.
ArthMa;117;Which book did the speaker particularly enjoy during their boyhood?;Robinson Crusoe ;Robinson Crusoe 
ArthMa;35;"What is the density of the ""snowman"" model asteroid according to the study? ";2.0 ± 0.3 g/cm;1.8 ± 0.2 g/cm. 
ArthMa;139;What is still vigorously alive in Kiev? ;Its ancient tradition as a cultural center ;Its ancient tradition as a cultural center 
ArthMa;18;What are the immediate effects of being sprayed with pepper spray? ;Eye closure, difficulty breathing, runny nose, and cough. ;Eye closure, difficulty breathing, runny nose, and cough. 
ArthMa;97;How does the text describe the prohibition?;As necessary;As reasonable
ArthMa;6;What part of the body is the structure mentioned in the text attached to?;Frenulum clitoridis. ;Frenulum clitoridis. 
ArthMa;51;How often will you be contacted regarding your child's education?;Annually;Annually
ArthMa;56;In England, what percentage of the country can the public roam without staying on paths?;7%;7%
ArthMa;21;What is the primary cause of left heart failure mentioned in the text?;Narrowing of blood vessels;Pooling of blood in the lungs
ArthMa;12;What gives the coconut flavor to the cake mentioned in the text?;Shredded coconut;Coconut cream 
ArthMa;76;Where can the Register of Members' Interests be viewed? ;Town Hall, Pinstone Street, Sheffield. ;Town Hall, Pinstone Street, Sheffield. 
ArthMa;144;Where did large demonstrations in favor of democracy take place in 1989?;Wenceslas Square ;Wenceslas Square 
ArthMa;82;What conclusion does the text reject regarding the mind? ;The mind is red or blue;The mind is extended
ArthMa;141;Where is Baghdad situated in Iraq? ;Near the center ;Near the center 
ArthMa;146;Why did the Spanish colonists name the city for the 'good winds'?;Because the winds brought them to the port ;Because the winds brought them to the port 
ArthMa;132;When did the Romans establish Aquincum? ;At the beginning of the 1st century AD ;At the end of the 1st century AD 
ArthMa;90;What was not clear to the speaker regarding their potential impact?;Their public objectives. ;Their influence as a member of the House of Commons
ArthMa;53;How are provisional bookings handled? ;They require online submission.;They cannot be made over the telephone
ArthMa;38;Which cells contain granules that can lead to the lysis of neighboring cells? ;White blood cells. ;White blood cells. 
ArthMa;71;When were the conservation area evaluation and management proposals adopted?;6 March 1984;19th March 2007
ArthMa;144;Where did large demonstrations in favor of democracy take place in 1989?;Wenceslas Square ;Wenceslas Square 
ArthMa;124;How many inhabitants did Tenochtitlan have when the Spaniards arrived in 1519?;100000;100000
ArthMa;119;What would have prevented Christianity from expanding according to the text?;Remaining an obscure sect of the Hebrews;Remaining an obscure sect of the Hebrews
ArthMa;96;What dilemma is presented in the text? ;The freedom of religious expression;The absence of religious dominance.
ArthMa;138;How are the two sections of the city connected?;By several tunnels ;By several bridges 
ArthMa;36;What was the immediate action taken against the individual mentioned in the text?;Immediate medical treatment;Immediate arrest
ArthMa;67;What is used to identify health and wellbeing priorities? ;Joint Strategic Needs Assessment;Joint Strategic Needs Assessment
ArthMa;33;What structures do algae lack compared to land plants? ;Vascular tissues.;Leaves, roots, and other organs
ArthMa;91;What process of thought does the speaker want to understand? ;Problem solving;Eating breakfast
ArthMa;37;What did Francois de la Boe Sylvius believe was the cause of cancer? ;Chemical processes and acidic lymph fluid.;Chemical processes and acidic lymph fluid.
ArthMa;73;What is recommended when reporting issues with damp & mould?;Provide written descriptions only;Provide a minimum of 3 pictures
ArthMa;8;What role is the person mentioned in the text best known for? ;Writing novels;Voicing cartoon characters.
ArthMa;127;Which city is the second largest in Russia?;St. Petersburg ;St. Petersburg 
ArthMa;115;What does doubting consist of according to the text?;Embracing the affirmative side ;Embracing either the affirmative or negative side
ArthMa;105;What can he do so far? ;Dispute ;Abstract 
ArthMa;9;Why do athletes, gymnasts, dancers, and martial artists perform stretching exercises?;To lengthen their ligaments and make their joints more supple.;To lengthen their ligaments and make their joints more supple.
ArthMa;45;What action must be taken the day after an application is received? ;Display a notice in the building. ;Display a notice in the building. 
ArthMa;133;What is the city's role in the country?;Chief port, largest city, and commercial, political, and tourist centre ;Chief port, largest city, and commercial, political, and tourist centre 
ArthMa;30;What was Wilhelm Fabry's belief about the cause of breast cancer?;Milk clot in a mammary duct. ;Milk clot in a mammary duct. 
ArthMa;85;What was the overall impression of the situation described? ;Ambiguous;Discouraging
ArthMa;14;What distinguishes white chocolate from other types of chocolate? ;It contains no milk. ;It contains no cocoa
ArthMa;49;What options can be offered in rooms licensed for ceremonies?;Full wedding packages to ceremony and drinks reception;Full wedding packages to ceremony and drinks reception
ArthMa;41;What was Samuel Holberry sentenced to prison for? ;Theft;Sedition
ArthMa;44;What can a business do after receiving an interim authority notice?;Carry on any licensable activities allowed by the premises licence;Carry on any licensable activities allowed by the premises licence
ArthMa;68;What did an independent tree survey in 2006-07 conclude? ;Majority of street trees were over 75 years old;Majority of street trees were over 75 years old
ArthMa;50;Under what circumstances should a child not go to school before or after an appointment?;If they are unwell;If they are unwell
ArthMa;94;What fate does the text predict for the subject?;Destruction and regeneration;Destruction and regeneration
ArthMa;45;What action must be taken the day after an application is received? ;Display a notice in the building. ;Display a notice in the building. 
ArthMa;140;What divides the city into two sections?;A river ;A river 
ArthMa;137;What accelerated the industrial growth in the city during the 19th century?;Advances in technology and medicine;Improvements in communications and extension of trade 
ArthMa;32;What is the middle layer of the heart called?;Endocardium;Myocardium
ArthMa;98;What does the text suggest about interference? ;It's not justified for personal conduct.;It's not justified for personal conduct.
ArthMa;89;When did the author resume the system of logic?;1840;1837
ArthMa;21;What is the primary cause of left heart failure mentioned in the text?;Inefficient blood clotting;Pooling of blood in the lungs
ArthMa;128;What is the oldest university in Dublin? ;Trinity College ;Trinity College 
ArthMa;2;What is the primary goal of the Federal Deposit Insurance Corporation (FDIC)?;To ensure the safety of people's money. ;To ensure the safety of people's money. 
ArthMa;157;What was done to parts of the city? ;They were restored, although progress was slow;They were restored, although progress was slow
ArthMa;78;What do many Government documents emphasize regarding children and young people?;The significance of giving them a say in matters affecting their lives.;The significance of giving them a say in matters affecting their lives.
ArthMa;5;What additional benefit does the drug mentioned in the text provide to patients?;It improves cognitive functions.;It extends the time before needing breathing assistance.
ArthMa;64;What is notable about Warp Records?;It is the oldest record label in the UK. ;It was founded in Sheffield in 1989
